Identifier;TimeStamp;Begin;End;Open;High;Low;Close;Settlement;Price;ValidationStatus;ChangeComment
EEX_POWER_FUT_DE_BASE_D;2021-01-07T00:00:00.000+0100;2021-01-11T00:00:00.000+0100;2021-01-12T00:00:00.000+0100;;;;;61,60;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-07T00:00:00.000+0100;2021-01-12T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;;;;;53,65;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-07T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;;;;;52,81;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-07T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-07T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-07T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-07T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-08T00:00:00.000+0100;2021-01-09T00:00:00.000+0100;;;;;78,34;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-09T00:00:00.000+0100;2021-01-10T00:00:00.000+0100;58,75;59,00;58,75;59,00;59,32;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-10T00:00:00.000+0100;2021-01-11T00:00:00.000+0100;50,00;50,25;50,00;50,25;49,76;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-11T00:00:00.000+0100;2021-01-12T00:00:00.000+0100;54,00;54,00;53,75;53,75;53,23;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-12T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;50,75;50,75;50,75;50,75;49,99;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;;;;;57,84;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;;;;;68,20;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-08T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-09T00:00:00.000+0100;2021-01-10T00:00:00.000+0100;;;;;59,32;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-10T00:00:00.000+0100;2021-01-11T00:00:00.000+0100;;;;;52,16;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-11T00:00:00.000+0100;2021-01-12T00:00:00.000+0100;;;;;48,15;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-12T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;44,50;46,25;44,50;46,25;46,10;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;44,50;45,50;44,50;45,50;45,36;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;68,00;68,00;65,75;66,75;65,95;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;75,00;75,25;73,00;74,75;74,90;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;;;;;59,14;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;;;;;46,92;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-11T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;2021-01-25T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-12T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;;;;;46,10;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;44,75;46,00;44,75;45,50;42,47;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;70,00;76,25;70,00;76,00;74,27;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;76,50;86,00;76,50;86,00;84,32;;UNVALIDATED;
